label,label_reason,result_r,signal_id,timestamp,symbol,direction,market_regime,session,entry_context,trade_location,setup_type,score,trend,trend_higher_timeframe,timeframe_alignment,rsi,body_ratio,volume_ratio,atr,distance_to_liquidity_atr,liquidity_sweep,break_of_structure,has_against_htf,has_low_volume,has_dirty_sideways_market,has_market_structure_range_penalty,has_timeframe_alignment_penalty,has_secondary_confluence_bonus,warnings_count,penalties_count,meta_decision_score,trade_quality_score,edge_confirmation_score
,missing_required_data,,,2026-05-04T21:05:41.068225+00:00,SUIUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:43.224203+00:00,SEIUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:43.225442+00:00,SEIUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:45.119531+00:00,WIFUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:45.120550+00:00,WIFUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:47.022138+00:00,FETUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:47.023418+00:00,FETUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:48.041050+00:00,RENDERUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:48.042347+00:00,RENDERUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:48.928076+00:00,ARUSDT,short,HIGH_VOLATILITY,,BREAKOUT,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:48.929174+00:00,ARUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:48.930363+00:00,ARUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:49.935761+00:00,SANDUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:49.937059+00:00,SANDUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:51.049577+00:00,GALAUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:51.050851+00:00,GALAUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:52.234981+00:00,MANAUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:52.236289+00:00,MANAUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:52.986257+00:00,ALGOUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:52.987691+00:00,ALGOUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:53.905042+00:00,ICPUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:53.906461+00:00,ICPUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:54.892069+00:00,HBARUSDT,short,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:54.893471+00:00,HBARUSDT,short,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:55.757083+00:00,ENAUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:55.758549+00:00,ENAUSDT,short,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:56.649287+00:00,JUPUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-04T21:05:56.650592+00:00,JUPUSDT,long,HIGH_VOLATILITY,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T08:09:48.738340+00:00,BTCUSDT,long,TRENDING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T08:09:54.443176+00:00,DOGEUSDT,long,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
0,recorded_status_sl,-1.0,paper_533b605e2755,2026-05-05T09:08:35.759240+00:00,BNBUSDT,short,TRENDING,LONDON,PULLBACK,near_resistance,MAIN_SIGNAL,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T09:08:36.510848+00:00,DOGEUSDT,long,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T10:10:31.166359+00:00,BTCUSDT,long,TRENDING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T10:10:32.035394+00:00,ETHUSDT,long,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T10:10:33.979612+00:00,XRPUSDT,long,TRENDING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T10:10:35.490478+00:00,DOGEUSDT,long,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T11:13:50.502619+00:00,BTCUSDT,long,TRENDING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T11:13:51.501294+00:00,ETHUSDT,long,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T11:13:55.021836+00:00,DOGEUSDT,long,RANGING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-05T12:02:05.866150+00:00,BTCUSDT,long,TRENDING,,,,,,,,,,,,,,,,False,False,False,False,False,False,0,0,,,
1,recorded_status_tp,1.5,paper_94c6bf61c022,2026-05-05T12:02:09.639805+00:00,BNBUSDT,long,TRENDING,LONDON,BREAKOUT,near_resistance,MAIN_SIGNAL,,,,,,,,,,,,True,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_5d7d56755d4c,2026-05-13T10:45:40.009466+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_698017d35c66,2026-05-13T10:45:40.012268+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_781730d7ff21,2026-05-13T10:45:40.013471+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_09e1dbbe4963,2026-05-13T10:45:40.028633+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_33657c6ec74c,2026-05-15T09:19:25.018331+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_d8ee4020cfa9,2026-05-15T09:19:25.021217+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_b7c8dc15f9a2,2026-05-15T09:19:25.022427+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_a358c46fdf1c,2026-05-15T09:19:25.037358+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_5f7a61933413,2026-05-18T11:46:44.615379+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_7600a0dd7284,2026-05-18T11:46:44.618364+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_c5bc12972585,2026-05-18T11:46:44.619546+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_866bbeb010b8,2026-05-18T11:46:44.634339+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_70d343691dbf,2026-05-18T11:47:00.664257+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_71cd0901bf16,2026-05-18T11:47:00.667028+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_c20a73cc4e09,2026-05-18T11:47:00.668353+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_097bde9f0005,2026-05-18T11:47:00.683401+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_61419fc71e0a,2026-05-18T11:51:36.863401+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_1762e6561375,2026-05-18T11:51:36.866235+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_0314ad45b603,2026-05-18T11:51:36.867463+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_2f2cdb74b9f1,2026-05-18T11:51:36.882610+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_0b871f738554,2026-05-18T11:55:36.397696+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_fb030fe10980,2026-05-18T11:55:36.400488+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_b363352d404c,2026-05-18T11:55:36.401694+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_ea70b0a64fde,2026-05-18T11:55:36.416906+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_376c054e79a9,2026-05-18T12:19:10.044919+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_b816f078ebed,2026-05-18T12:19:10.048769+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_acee7ce451fa,2026-05-18T12:19:10.050098+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_08b4bcd649fc,2026-05-18T12:19:10.065360+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,,2026-05-18T12:21:05.799305+00:00,BTCUSDT,long,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,50.0,bearish,bearish,true,30.628561,,1.194096,,,none,,True,False,False,True,False,True,1,6,,,
,missing_price_path,,paper_c240f47bac3f,2026-05-18T12:21:05.950969+00:00,BTCUSDT,long,RANGING,LONDON,BREAKOUT,mid_range,SECONDARY_SIGNAL,50.0,bearish,bearish,true,30.628561,,1.194096,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_ef43e0db8f1b,2026-05-18T12:21:05.952428+00:00,BTCUSDT,long,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,50.0,bearish,bearish,true,30.628561,,1.194096,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,,2026-05-18T12:21:06.708773+00:00,ETHUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,55.0,bearish,bearish,true,26.617136,,,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_fba1e240961f,2026-05-18T12:21:06.744645+00:00,ETHUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,55.0,bearish,bearish,true,26.617136,,,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,,2026-05-18T12:21:07.510733+00:00,SOLUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,65.0,bearish,bearish,true,,,1.196649,,,none,,False,False,False,True,False,True,0,4,,,
,missing_required_data,,sig_f196e3b69617,2026-05-18T12:21:07.537218+00:00,SOLUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,65.0,bearish,bearish,true,,,1.196649,,,none,,False,False,False,True,False,True,0,4,,,
,missing_required_data,,,2026-05-18T12:21:08.255111+00:00,XRPUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.011433,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_a83d506f9181,2026-05-18T12:21:08.284220+00:00,XRPUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.011433,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,,2026-05-18T12:21:09.121424+00:00,BNBUSDT,short,TRENDING,,EXHAUSTION,,NO_SIGNAL,70.0,bearish,bearish,true,,,0.83816,,,none,,False,False,False,False,False,True,0,4,,,
,missing_required_data,,sig_04ba5641c8fc,2026-05-18T12:21:09.146289+00:00,BNBUSDT,short,TRENDING,,EXHAUSTION,,NO_SIGNAL,70.0,bearish,bearish,true,,,0.83816,,,none,,False,False,False,False,False,True,0,4,,,
,missing_required_data,,,2026-05-18T12:21:10.051665+00:00,DOGEUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.148514,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_848ec5066fa1,2026-05-18T12:21:10.093613+00:00,DOGEUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.148514,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,,2026-05-18T12:21:10.973461+00:00,AVAXUSDT,short,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,65.0,bearish,bearish,true,,,0.875036,,,none,,False,False,True,True,False,True,1,4,,,
,missing_required_data,,sig_d3296a91a59b,2026-05-18T12:21:11.012082+00:00,AVAXUSDT,short,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,65.0,bearish,bearish,true,,,0.875036,,,none,,False,False,True,True,False,True,1,4,,,
,missing_required_data,,sig_1721373269c1,2026-05-18T12:36:17.027265+00:00,BTCUSDT,long,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,50.0,bearish,bearish,true,30.628561,,1.194096,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_4dab0b7e2add,2026-05-18T12:36:17.761804+00:00,ETHUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,55.0,bearish,bearish,true,26.617136,,,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_d449f98c93b6,2026-05-18T12:36:18.542574+00:00,SOLUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,65.0,bearish,bearish,true,,,1.196649,,,none,,False,False,False,True,False,True,0,4,,,
,missing_required_data,,sig_8d0b9df7f8a0,2026-05-18T12:36:19.482146+00:00,XRPUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.011433,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_1b2a4218fcbd,2026-05-18T12:36:20.328579+00:00,BNBUSDT,short,TRENDING,,EXHAUSTION,,NO_SIGNAL,70.0,bearish,bearish,true,,,0.83816,,,none,,False,False,False,False,False,True,0,4,,,
,missing_required_data,,sig_db2d2f661f49,2026-05-18T12:36:21.342032+00:00,DOGEUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.148514,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_81192711e7e0,2026-05-18T12:36:22.179708+00:00,AVAXUSDT,short,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,65.0,bearish,bearish,true,,,0.875036,,,none,,False,False,True,True,False,True,1,4,,,
,missing_required_data,,sig_394dded52ea5,2026-05-18T12:51:28.347054+00:00,BTCUSDT,long,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,50.0,bearish,bearish,true,30.628561,,1.194096,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_e31cfa78ec00,2026-05-18T12:51:29.041518+00:00,ETHUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,55.0,bearish,bearish,true,26.617136,,,,,none,,True,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_d47b86556784,2026-05-18T12:51:30.236440+00:00,SOLUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,65.0,bearish,bearish,true,,,1.196649,,,none,,False,False,False,True,False,True,0,4,,,
,missing_required_data,,sig_847c99a6d076,2026-05-18T12:51:31.363361+00:00,XRPUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.011433,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_ca06aef7aca8,2026-05-18T12:51:32.136916+00:00,BNBUSDT,short,TRENDING,,EXHAUSTION,,NO_SIGNAL,70.0,bearish,bearish,true,,,0.83816,,,none,,False,False,False,False,False,True,0,4,,,
,missing_required_data,,sig_cd00b1e6916f,2026-05-18T12:51:32.929145+00:00,DOGEUSDT,short,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,40.0,bearish,bearish,true,,,1.148514,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_a1a65648c272,2026-05-18T12:51:33.709343+00:00,AVAXUSDT,short,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,65.0,bearish,bearish,true,,,0.875036,,,none,,False,False,True,True,False,True,1,4,,,
,missing_required_data,,,2026-05-18T13:20:14.853202+00:00,BTCUSDT,long,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,80.0,bearish,bearish,true,43.701873,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_price_path,,paper_aa237df3887b,2026-05-18T13:20:15.011989+00:00,BTCUSDT,long,RANGING,LONDON,BREAKOUT,mid_range,SECONDARY_SIGNAL,80.0,bearish,bearish,true,43.701873,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_required_data,,sig_6f75754753c8,2026-05-18T13:20:15.013403+00:00,BTCUSDT,long,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,80.0,bearish,bearish,true,43.701873,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_required_data,,,2026-05-18T13:20:15.810082+00:00,ETHUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,80.0,bearish,bearish,true,38.868188,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_required_data,,sig_540bc6ede09f,2026-05-18T13:20:15.853855+00:00,ETHUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,80.0,bearish,bearish,true,38.868188,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_required_data,,,2026-05-18T13:20:16.548002+00:00,SOLUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,80.0,bearish,bearish,true,42.948718,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_required_data,,sig_c84ef6f5d0e5,2026-05-18T13:20:16.579366+00:00,SOLUSDT,long,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,80.0,bearish,bearish,true,42.948718,,,,,none,,True,False,False,True,False,True,1,4,,,
,missing_required_data,,,2026-05-18T13:20:17.317935+00:00,XRPUSDT,long,HIGH_VOLATILITY,,CHOPPY_RANGE,,SECONDARY_SIGNAL,75.0,bearish,bearish,true,39.354839,,0.968373,,,none,,True,False,True,True,False,True,2,4,,,
,missing_price_path,,paper_be44114552a6,2026-05-18T13:20:17.362334+00:00,XRPUSDT,long,HIGH_VOLATILITY,LONDON,CHOPPY_RANGE,mid_range,SECONDARY_SIGNAL,75.0,bearish,bearish,true,39.354839,,0.968373,,,none,,True,False,True,True,False,True,2,4,,,
,missing_required_data,,sig_3e106eec3912,2026-05-18T13:20:17.364971+00:00,XRPUSDT,long,HIGH_VOLATILITY,,CHOPPY_RANGE,,SECONDARY_SIGNAL,75.0,bearish,bearish,true,39.354839,,0.968373,,,none,,True,False,True,True,False,True,2,4,,,
,missing_required_data,,,2026-05-18T13:20:18.091492+00:00,BNBUSDT,short,RANGING,,EXHAUSTION,,NO_SIGNAL,45.0,bearish,bearish,true,,,,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,sig_f55cfdd9f689,2026-05-18T13:20:18.132855+00:00,BNBUSDT,short,RANGING,,EXHAUSTION,,NO_SIGNAL,45.0,bearish,bearish,true,,,,,,none,,False,False,False,True,False,True,0,6,,,
,missing_required_data,,,2026-05-18T13:20:18.875601+00:00,DOGEUSDT,short,HIGH_VOLATILITY,,IMPULSE,,NO_SIGNAL,45.0,bearish,bearish,true,,,,,,none,,False,False,False,True,False,True,1,6,,,
,missing_required_data,,sig_18e1657b7677,2026-05-18T13:20:18.916745+00:00,DOGEUSDT,short,HIGH_VOLATILITY,,IMPULSE,,NO_SIGNAL,45.0,bearish,bearish,true,,,,,,none,,False,False,False,True,False,True,1,6,,,
,missing_required_data,,,2026-05-18T13:20:19.588731+00:00,AVAXUSDT,short,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,65.0,bearish,bearish,true,,,0.723601,,,none,,False,True,True,True,False,True,2,4,,,
,missing_required_data,,sig_bde6984526b1,2026-05-18T13:20:19.629214+00:00,AVAXUSDT,short,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,65.0,bearish,bearish,true,,,0.723601,,,none,,False,True,True,True,False,True,2,4,,,
,missing_price_path,,sig_505089cfc123,2026-05-21T06:49:26.452365+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_e2b89f0b96db,2026-05-21T06:49:26.457047+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_a5075c3d2c56,2026-05-21T06:49:26.458528+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_4bb47904750a,2026-05-21T06:49:26.474518+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
