signal_id,timestamp,symbol,direction,entry,stop_loss,take_profit,time_barrier_bars,label,label_reason,result_r,max_r,min_r,bars_to_label,market_regime,session,entry_context,trade_location,setup_type,warnings,penalties
,2026-05-04T21:05:48.930363+00:00,ARUSDT,short,2.08,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:49.935761+00:00,SANDUSDT,long,0.0731,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:49.937059+00:00,SANDUSDT,long,0.0731,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:51.049577+00:00,GALAUSDT,short,0.00312,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:51.050851+00:00,GALAUSDT,short,0.00312,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:52.234981+00:00,MANAUSDT,short,0.0871,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:52.236289+00:00,MANAUSDT,short,0.0871,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:52.986257+00:00,ALGOUSDT,long,0.1131,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:52.987691+00:00,ALGOUSDT,long,0.1131,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:53.905042+00:00,ICPUSDT,long,2.363,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:53.906461+00:00,ICPUSDT,long,2.363,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:54.892069+00:00,HBARUSDT,short,0.0876,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-04T21:05:54.893471+00:00,HBARUSDT,short,0.0876,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-04T21:05:55.757083+00:00,ENAUSDT,short,0.1009,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:55.758549+00:00,ENAUSDT,short,0.1009,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:56.649287+00:00,JUPUSDT,long,0.179,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-04T21:05:56.650592+00:00,JUPUSDT,long,0.179,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
,2026-05-05T08:09:48.738340+00:00,BTCUSDT,long,80855.59,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,,,,,
,2026-05-05T08:09:54.443176+00:00,DOGEUSDT,long,0.11145,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
paper_533b605e2755,2026-05-05T09:08:35.759240+00:00,BNBUSDT,short,627.32,629.345714,625.294286,24,SL_HIT,recorded_status_sl,-1.0,0.6812,-8.0811,14,TRENDING,LONDON,PULLBACK,near_resistance,MAIN_SIGNAL,[],
,2026-05-05T09:08:36.510848+00:00,DOGEUSDT,long,0.11163,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-05T10:10:31.166359+00:00,BTCUSDT,long,80586.02,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,,,,,
,2026-05-05T10:10:32.035394+00:00,ETHUSDT,long,2369.6,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-05T10:10:33.979612+00:00,XRPUSDT,long,1.4035,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,,,,,
,2026-05-05T10:10:35.490478+00:00,DOGEUSDT,long,0.1111,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-05T11:13:50.502619+00:00,BTCUSDT,long,80823.61,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,,,,,
,2026-05-05T11:13:51.501294+00:00,ETHUSDT,long,2378.41,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-05T11:13:55.021836+00:00,DOGEUSDT,long,0.11179,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
,2026-05-05T12:02:05.866150+00:00,BTCUSDT,long,81014.05,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,,,,,
paper_94c6bf61c022,2026-05-05T12:02:09.639805+00:00,BNBUSDT,long,628.59,622.159143,635.020857,24,TP_HIT,recorded_status_tp,1.5,2.3481,-0.1026,3,TRENDING,LONDON,BREAKOUT,near_resistance,MAIN_SIGNAL,"[""against_htf""]",
sig_5d7d56755d4c,2026-05-13T10:45:40.009466+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_698017d35c66,2026-05-13T10:45:40.012268+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_781730d7ff21,2026-05-13T10:45:40.013471+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_09e1dbbe4963,2026-05-13T10:45:40.028633+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_33657c6ec74c,2026-05-15T09:19:25.018331+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_d8ee4020cfa9,2026-05-15T09:19:25.021217+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_b7c8dc15f9a2,2026-05-15T09:19:25.022427+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_a358c46fdf1c,2026-05-15T09:19:25.037358+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_5f7a61933413,2026-05-18T11:46:44.615379+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_7600a0dd7284,2026-05-18T11:46:44.618364+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_c5bc12972585,2026-05-18T11:46:44.619546+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_866bbeb010b8,2026-05-18T11:46:44.634339+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_70d343691dbf,2026-05-18T11:47:00.664257+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_71cd0901bf16,2026-05-18T11:47:00.667028+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_c20a73cc4e09,2026-05-18T11:47:00.668353+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_097bde9f0005,2026-05-18T11:47:00.683401+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_61419fc71e0a,2026-05-18T11:51:36.863401+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_1762e6561375,2026-05-18T11:51:36.866235+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_0314ad45b603,2026-05-18T11:51:36.867463+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_2f2cdb74b9f1,2026-05-18T11:51:36.882610+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_0b871f738554,2026-05-18T11:55:36.397696+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_fb030fe10980,2026-05-18T11:55:36.400488+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_b363352d404c,2026-05-18T11:55:36.401694+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_ea70b0a64fde,2026-05-18T11:55:36.416906+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_376c054e79a9,2026-05-18T12:19:10.044919+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_b816f078ebed,2026-05-18T12:19:10.048769+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_acee7ce451fa,2026-05-18T12:19:10.050098+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_08b4bcd649fc,2026-05-18T12:19:10.065360+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
,2026-05-18T12:21:05.799305+00:00,BTCUSDT,long,77285.83,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
paper_c240f47bac3f,2026-05-18T12:21:05.950969+00:00,BTCUSDT,long,77285.83,76492.941143,78078.718857,24,UNKNOWN,missing_price_path,,,,,RANGING,LONDON,BREAKOUT,mid_range,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+25""]"
sig_ef43e0db8f1b,2026-05-18T12:21:05.952428+00:00,BTCUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+25""]"
,2026-05-18T12:21:06.708773+00:00,ETHUSDT,long,2133.9,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_fba1e240961f,2026-05-18T12:21:06.744645+00:00,ETHUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+30""]"
,2026-05-18T12:21:07.510733+00:00,SOLUSDT,short,84.96,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_f196e3b69617,2026-05-18T12:21:07.537218+00:00,SOLUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
,2026-05-18T12:21:08.255111+00:00,XRPUSDT,short,1.3904,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_a83d506f9181,2026-05-18T12:21:08.284220+00:00,XRPUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
,2026-05-18T12:21:09.121424+00:00,BNBUSDT,short,641.75,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,,,,,
sig_04ba5641c8fc,2026-05-18T12:21:09.146289+00:00,BNBUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,EXHAUSTION,,NO_SIGNAL,,"[""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
,2026-05-18T12:21:10.051665+00:00,DOGEUSDT,short,0.10507,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_848ec5066fa1,2026-05-18T12:21:10.093613+00:00,DOGEUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
,2026-05-18T12:21:10.973461+00:00,AVAXUSDT,short,9.16,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_d3296a91a59b,2026-05-18T12:21:11.012082+00:00,AVAXUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,"[""dirty_sideways_market""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_1721373269c1,2026-05-18T12:36:17.027265+00:00,BTCUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+25""]"
sig_4dab0b7e2add,2026-05-18T12:36:17.761804+00:00,ETHUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+30""]"
sig_d449f98c93b6,2026-05-18T12:36:18.542574+00:00,SOLUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_8d0b9df7f8a0,2026-05-18T12:36:19.482146+00:00,XRPUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_1b2a4218fcbd,2026-05-18T12:36:20.328579+00:00,BNBUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,EXHAUSTION,,NO_SIGNAL,,"[""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_db2d2f661f49,2026-05-18T12:36:21.342032+00:00,DOGEUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_81192711e7e0,2026-05-18T12:36:22.179708+00:00,AVAXUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,"[""dirty_sideways_market""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_394dded52ea5,2026-05-18T12:51:28.347054+00:00,BTCUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+25""]"
sig_e31cfa78ec00,2026-05-18T12:51:29.041518+00:00,ETHUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+30""]"
sig_d47b86556784,2026-05-18T12:51:30.236440+00:00,SOLUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_847c99a6d076,2026-05-18T12:51:31.363361+00:00,XRPUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_ca06aef7aca8,2026-05-18T12:51:32.136916+00:00,BNBUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,TRENDING,,EXHAUSTION,,NO_SIGNAL,,"[""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_cd00b1e6916f,2026-05-18T12:51:32.929145+00:00,DOGEUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_a1a65648c272,2026-05-18T12:51:33.709343+00:00,AVAXUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,"[""dirty_sideways_market""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
,2026-05-18T13:20:14.853202+00:00,BTCUSDT,long,77639.98,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
paper_aa237df3887b,2026-05-18T13:20:15.011989+00:00,BTCUSDT,long,77639.98,76493.8,78786.16,24,UNKNOWN,missing_price_path,,,,,RANGING,LONDON,BREAKOUT,mid_range,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+30""]"
sig_6f75754753c8,2026-05-18T13:20:15.013403+00:00,BTCUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+30""]"
,2026-05-18T13:20:15.810082+00:00,ETHUSDT,long,2151.01,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_540bc6ede09f,2026-05-18T13:20:15.853855+00:00,ETHUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+30""]"
,2026-05-18T13:20:16.548002+00:00,SOLUSDT,long,85.57,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_c84ef6f5d0e5,2026-05-18T13:20:16.579366+00:00,SOLUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,BREAKOUT,,SECONDARY_SIGNAL,"[""against_htf""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+30""]"
,2026-05-18T13:20:17.317935+00:00,XRPUSDT,long,1.399,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
paper_be44114552a6,2026-05-18T13:20:17.362334+00:00,XRPUSDT,long,1.399,1.368769,1.429231,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,LONDON,CHOPPY_RANGE,mid_range,SECONDARY_SIGNAL,"[""dirty_sideways_market"", ""against_htf""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+25""]"
sig_3e106eec3912,2026-05-18T13:20:17.364971+00:00,XRPUSDT,long,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,CHOPPY_RANGE,,SECONDARY_SIGNAL,"[""dirty_sideways_market"", ""against_htf""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+25""]"
,2026-05-18T13:20:18.091492+00:00,BNBUSDT,short,643.28,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,,,,,
sig_f55cfdd9f689,2026-05-18T13:20:18.132855+00:00,BNBUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,RANGING,,EXHAUSTION,,NO_SIGNAL,,"[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+20""]"
,2026-05-18T13:20:18.875601+00:00,DOGEUSDT,short,0.10638,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_18e1657b7677,2026-05-18T13:20:18.916745+00:00,DOGEUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,IMPULSE,,NO_SIGNAL,"[""explosive_candle_without_pullback""]","[""market_structure_range_penalty:10"", ""distance_to_liquidity_penalty:10"", ""secondary_confluence_bonus:+20""]"
,2026-05-18T13:20:19.588731+00:00,AVAXUSDT,short,9.2,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,,,,,
sig_bde6984526b1,2026-05-18T13:20:19.629214+00:00,AVAXUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,HIGH_VOLATILITY,,CHOPPY_RANGE,,NO_SIGNAL,"[""low_volume"", ""dirty_sideways_market""]","[""market_structure_range_penalty:10"", ""secondary_confluence_bonus:+15""]"
sig_505089cfc123,2026-05-21T06:49:26.452365+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_e2b89f0b96db,2026-05-21T06:49:26.457047+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_a5075c3d2c56,2026-05-21T06:49:26.458528+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_4bb47904750a,2026-05-21T06:49:26.474518+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_f6ae556cae4d,2026-05-21T06:56:14.321182+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_f3b18f3f2e5f,2026-05-21T06:56:14.326379+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_95f965f520fb,2026-05-21T06:56:14.327893+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_d9aee80d7ea1,2026-05-21T06:56:14.344157+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_bc30a6c8a6ea,2026-05-21T07:02:29.527807+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_a189e4453734,2026-05-21T07:02:29.532891+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_27d5f8fd4538,2026-05-21T07:02:29.534442+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_76f0856f11f6,2026-05-21T07:02:29.551015+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_849e35d9ee1e,2026-05-21T17:17:12.720855+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_5f430d0c39e4,2026-05-21T17:17:18.051065+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_c0f400f670be,2026-05-21T17:17:18.052528+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_c1a5a3da3e87,2026-05-21T17:17:18.070034+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_12d50df301da,2026-05-24T18:18:24.486248+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_7e378c10d840,2026-05-24T18:18:24.491780+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_5acf01651014,2026-05-24T18:18:24.493495+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_78badd0ef2af,2026-05-24T18:18:24.510590+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_f9640f33f3fc,2026-05-24T18:25:27.327984+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_4eccce2c8ce8,2026-05-24T18:26:27.147554+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_41fe9ba72676,2026-05-24T18:26:31.370600+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
