signal_id,timestamp,symbol,direction,entry,stop_loss,take_profit,time_barrier_bars,label,label_reason,result_r,max_r,min_r,bars_to_label,market_regime,session,entry_context,trade_location,setup_type,warnings,penalties
sig_0a5687d9667e,2026-05-24T18:26:31.372177+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_4d2cb6eaaef1,2026-05-24T18:26:31.389511+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_ff3438dfcfd9,2026-05-24T18:48:40.081609+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_54a9f292265d,2026-05-24T18:49:01.212111+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_66c83c240c69,2026-05-24T18:49:05.123112+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_cc0ce63049d8,2026-05-24T18:49:05.124856+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_d0b4cbf46eb3,2026-05-24T18:49:05.142994+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_09dd5d458262,2026-05-24T19:00:19.114745+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_98aa18a6913d,2026-05-24T19:00:19.117941+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_559a583e8f68,2026-05-24T19:00:19.119509+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_7957a491eb3c,2026-05-24T19:00:19.136556+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_6b186c36df20,2026-05-24T19:04:02.360779+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_2a5bd45d5a3b,2026-05-24T19:04:02.366532+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_1d38f6edac84,2026-05-24T19:04:02.368149+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_5df14a2d884c,2026-05-24T19:04:02.385576+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_c805dcdfd353,2026-05-24T19:11:54.951423+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_2f46b31d1df0,2026-05-24T19:11:54.957285+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_213f87213cbd,2026-05-24T19:11:54.959163+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_22d08193b644,2026-05-24T19:11:54.978530+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_37696a7ca71d,2026-05-24T19:12:06.112514+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_2814b5a28df0,2026-05-24T19:12:06.116357+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_a0b2eb0a6a8d,2026-05-24T19:12:06.118259+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_ac22f19ec4d7,2026-05-24T19:12:06.137606+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_f7d5d4bbd399,2026-05-24T19:16:24.996678+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_77eeb6c33cd7,2026-05-24T19:16:25.002482+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_a61daca583b4,2026-05-24T19:16:25.004343+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_8c2504c257de,2026-05-24T19:16:25.023700+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_14df0691ce4e,2026-05-24T19:17:14.751194+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_afb9d1db62f7,2026-05-24T19:17:14.754792+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_ce7f30a6f1df,2026-05-24T19:17:14.756760+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_f85107da8bb1,2026-05-24T19:17:14.775777+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_7a1af806d919,2026-05-24T20:51:23.516664+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_c2dc46ca7b84,2026-05-24T20:51:23.520658+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_d2571e753151,2026-05-24T20:51:23.522668+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_200800562b25,2026-05-24T20:51:23.541570+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_702ee17e6f28,2026-05-24T20:56:52.942135+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
sig_051dea56173d,2026-05-24T20:56:52.945559+00:00,BTCUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_cd740e0a9b40,2026-05-24T20:56:52.947605+00:00,ETHUSDT,short,,,,24,UNKNOWN,missing_required_data,,,,,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,"[""low_atr""]",
sig_576846f8a0ae,2026-05-24T20:56:52.966555+00:00,BTCUSDT,long,267.95,266.468571,281.9,24,UNKNOWN,missing_price_path,,,,,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,,
